q_id,image_id,question,answer,full_answer
11167339,2330350,What is the vehicle that is shown in this picture?,van,The vehicle is a van.
12633315,713284,What is on the sign?,words,The words are on the sign.
16665043,2378280,Is the white container made of Styrofoam or steel?,styrofoam,The container is made of styrofoam.
12691316,3438,The pedestrians are on what?,bridge,The pedestrians are on the bridge.
00597337,2404646,On which side is the high fence?,left,The fence is on the left of the image.
0176821,2358750,What is the toothpaste on?,sink,The toothpaste is on the sink.
07576667,286016,Are there any buses on the street?,yes,"Yes, there is a bus on the street."
09795096,2316251,Are there any girls to the right of the animal that is in front of the cart?,no,"No, there is a man to the right of the horse."
15216607,2339811,Are the people to the right of the umbrella sitting on a bench?,no,"No, the people are sitting on a blanket."
02527813,2366774,Is there a doll that is not fat?,no,"No, there is a doll but it is fat."
15957443,2326555,What color is the wet umbrella?,black,The umbrella is black.
19675995,2383206,What's in the bowl?,sauce,The sauce is in the bowl.
01607,150395,"What makes up the cage, iron or wire?",iron,The cage is made of iron.
06518504,2406000,What is the vegetable inside the bowl to the left of the cream?,broccoli,The vegetable is broccoli.
1573055,2382638,What color are the birds the dirt is under of?,brown,The birds are brown.
1756640,2366733,Is the white bandana around the boy's hair?,yes,"Yes, the bandana is around the hair."
05455380,2354143,"What material is this tray, glass or paper?",glass,The tray is made of glass.
16167659,2320109,Which place is it?,ocean,It is an ocean.
06405042,2325274,What is the man to the left of the fruit wearing?,t-shirt,The man is wearing a tshirt.
11714755,2365182,Is the orange juice to the right of the microwave?,yes,"Yes, the juice is to the right of the microwave."
04768053,2392949,What color do you think the boots have?,brown,The boots have brown color.
14561278,2358164,Which color is the coat the man is wearing?,red,The coat is red.
14485156,2340821,Is the person that is to the left of the batter holding a camera?,no,"No, the man is holding the glove."
1332203,2373234,Is it outdoors?,no,"No, it is indoors."
09933869,2357864,Which place is it?,patio,It is a patio.
14245479,2386714,Does the old man wear glasses?,no,"No, the man wears clothes."
16541801,2361925,What color is the freezer on the right of the picture?,purple,The fridge is purple.
12554513,2372574,Is the boy underwear green or black?,green,The underwear is green.
03197480,2348320,What is the vegetable to the right of the meat that is to the right of the carrot?,potato,The vegetable is a potato.
13212592,2368772,Is the metal trash can to the left or to the right of the bowl?,left,The trash can is to the left of the bowl.
08546913,2414867,Is there a skateboard to the right of the boy that is wearing a shirt?,no,"No, there is a woman to the right of the boy."
10704915,2399131,What is the name of the food in front of the cup?,fries,The food is fries.
01669401,2343296,Where is the person to the left of the knife sitting?,restaurant,The woman is sitting in the restaurant.
151050580,2396725,What type of furniture is to the right of the device that is on top of the desk?,chair,The piece of furniture is a chair.
16569068,2352507,What kind of vehicle is the woman in front of?,bus,The woman is in front of the bus.
11409504,2406455,The white kitten is looking at what?,table,The kitten is looking at the table.
19211379,2358369,Are there pots or vending machines in the image?,no,"No, there are no vending machines or pots."
06233937,2376209,Is the brown horse to the left or to the right of the person in the center of the photo?,left,The horse is to the left of the girl.
17890643,2403103,Are there either any green traffic lights or surfboards?,yes,"Yes, there is a green traffic light."
08644795,2378838,Does the table look yellow?,yes,"Yes, the table is yellow."
18638431,2331884,What is in front of the door?,dispenser,The dispenser is in front of the door.
16664399,2378284,What is the man holding?,racket,The man is holding the racket.
07427556,2370483,Do you see candles or notebooks there?,no,"No, there are no candles or notebooks."
08481753,1593009,What is on the bridge?,gate,The gate is on the bridge.
11452942,2331812,Which kind of device is not large?,computer,The device is a computer.
12493798,2399276,Does the animal near the television seem to be looking down?,yes,"Yes, the cat is looking down."
03387531,2318684,Is there either a yellow bus or truck?,yes,"Yes, there is a yellow bus."
19847056,2409412,Are there cars to the right of the tower by the road?,no,"No, the car is to the left of the tower."
0835046,2321235,Which color does the blanket have?,orange,The blanket has orange color.
189260,2354507,Are the potatoes that are to the right of the other potatoes red or white?,red,The potatoes are red.
12649402,2392386,What color is the mirror in the bottom of the image?,white,The mirror is white.
17208808,1943,What color is the hydrant?,tan,The hydrant is tan.
14358893,713128,What is the name of the animal that is wearing a collar?,cat,The animal is a cat.
01929731,2391180,Of what color is the counter?,green,The counter is green.
181836,4025,Do the pole and the roof have a different colors?,yes,"Yes, the pole is black and the roof is white."
161064207,2410863,The girl that to the left of the box wears what?,scarf,The girl wears a scarf.
06779918,445,What's in the sky?,cable,The cable is in the sky.
13696276,2349630,What color is the giraffe that is standing?,tan,The giraffe is tan.
05294796,2371535,"Which pattern is the bag that looks white and black, dotted or checkered?",dotted,The bag is dotted.
03389176,2372233,Is the painting on the right or on the left?,right,The painting is on the right of the image.
00368647,2318120,Are the vehicles in the bottom part of the image?,yes,"Yes, the vehicles are in the bottom of the image."
04695060,2372916,Are there beds to the right of the orange bedspread?,no,"No, there is a radiator to the right of the bedspread."
051007406,2410296,Is this cheese on a plate?,no,"No, the cheese is on the pizza."
16669195,2316407,Are there pictures on the refrigerator which is to the left of the container?,no,"No, there is a shelf on the fridge."
14324886,2407428,Who is wearing a boot?,boy,The boy is wearing a boot.
03615119,2362646,Are there bouquets or mannequins in the scene?,no,"No, there are no mannequins or bouquets."
171014242,2329139,"Who is older, the man or the kid?",man,The man is older than the kid.
14209029,2343847,Are there any fences behind the man?,yes,"Yes, there is a fence behind the man."
14709293,2377675,Which place is it?,coffee shop,It is a coffee shop.
0972253,2392470,What is under the table the pizza boxes are sitting on?,bags,The bags are under the table.
04818681,2127,What's in the sky?,power lines,The powerlines are in the sky.
08978873,2360359,Are there buses to the left of the mirror?,no,"No, there is a clock to the left of the mirror."
16121372,2361350,Is the man to the right or to the left of the person on the left side?,right,The man is to the right of the woman.
18816705,2070,What is the name of the piece of furniture?,bed,The piece of furniture is a bed.
18757058,2325461,Where is the pine?,hillside,The pine is on the hillside.
16895879,2407643,What are the noodles in?,bowl,The noodles are in the bowl.
03160965,2417573,Is the sink on the counter?,yes,"Yes, the sink is on the counter."
01586895,2320159,What is the length of the person's hair?,long,The hair is long.
16742718,2378985,Is the woman in the bottom part?,yes,"Yes, the woman is in the bottom of the image."
01412906,2364053,What color does the nose have?,black,The nose has black color.
03283788,2335902,Is the black truck new or old?,new,The truck is new.
13861461,2354227,Is the person on the left side or on the right of the photo?,right,The person is on the right of the image.
11663855,2378846,What is on the post?,lamp,The lamp is on the post.
09196759,1592383,Is there a blue towel or blanket?,no,"No, there is a towel but it is pink."
01957548,2405984,Is the screen different in color than the cup?,no,"No, both the screen and the cup are white."
11740299,2382027,Who is wearing trousers?,girl,The girl is wearing trousers.
07435398,2332570,What kind of vehicle is parked on the sidewalk?,suv,The vehicle is a SUV.
03766564,2394389,Who is wearing a hat?,boy,The boy is wearing a hat.
031017988,1592766,Is the giraffe to the left or to the right of the fence that is on the left?,right,The giraffe is to the right of the fence.
07558744,2356981,Are there either blue plates or cans?,no,"No, there is a plate but it is white."
1613949,498113,Which side is the chair on?,right,The chair is on the right of the image.
00813483,2408386,What is the man wearing?,shoe,The man is wearing a shoe.
18895386,2396288,What is in the pitcher in this photo?,juice,The juice is in the pitcher.
